,Date,title,category,account,amount,currency,type,id
0,2024-08-11 13:56:59.652,Karthik,Bills & Fees,Savings Bank,45.00,INR,EXPENSE,74e78631-db14-4495-bfb9-85546b0bd2fe
1,2024-08-10 16:09:55.986,Juice,Food & Drinks,Cash,40.00,INR,EXPENSE,65e12e62-9f63-4c6c-b452-6c7b42fbfb7f
2,2024-08-09 10:25:21.618,Tire,Transport,Cash,10.00,INR,EXPENSE,9ecd93bd-a835-4263-86e2-99fea475fa37
3,2024-08-07 03:57:24.944,Baba,Bills & Fees,Savings Bank,200.00,INR,EXPENSE,00d39b2c-e722-485a-85ca-28f6506dc674
5,2024-08-04 13:07:41.831,Baba,Bills & Fees,Savings Bank,500.00,INR,EXPENSE,d56409a4-8deb-4a73-84e7-dfcc630b90dd
6,2024-08-02 15:25:39.300,Grocery,Bills & Fees,Salary Bank,30.00,INR,EXPENSE,063983ae-2b62-4ba6-b53f-405af48101c2
7,2024-08-02 05:25:11.454,Petrol,Transport,Savings Bank,100.00,INR,EXPENSE,593dec7f-97fe-4114-89ff-71c8c7591ef8
10,2024-08-01 13:47:08.112,Haircut,Bills & Fees,Savings Bank,152.00,INR,EXPENSE,dba89b5e-346d-439b-aa8b-19c42ea5a8ca
11,2024-08-01 13:46:53.758,Baba,Bills & Fees,Savings Bank,500.00,INR,EXPENSE,3c916050-ffd6-45bd-a24c-6d5a9ffda846
12,2024-07-31 14:34:25.800,Print,Bills & Fees,Savings Bank,22.00,INR,EXPENSE,a474cddc-bbe2-4cfc-8fa8-8aa013b0260a
13,2024-07-31 13:49:37.981,License,Bills & Fees,Savings Bank,300.00,INR,EXPENSE,00ee0c6b-7b05-4daa-9a55-0aa7b444be17
14,2024-07-26 14:48:03.223,Noodles,Food & Drinks,Savings Bank,70.00,INR,EXPENSE,e58169a9-810b-4539-b94c-8d5f009697c2
16,2024-07-20 04:53:54.600,Breakfast,Food & Drinks,Cash,30.00,INR,EXPENSE,81a3f436-7623-419e-8e87-2cbdd29a0476
17,2024-07-20 04:53:37.992,Maa,Bills & Fees,Cash,50.00,INR,EXPENSE,eff51027-fd36-4e8b-858c-70bc173f17c2
19,2024-07-15 08:50:27.789,Rent,Bills & Fees,Savings Bank,"3,800.00",INR,EXPENSE,94568f6d-f1d2-43bb-bf34-d93c7f124262
20,2024-07-14 14:26:20.654,Grocery,Bills & Fees,Cash,171.00,INR,EXPENSE,bda86294-0706-4b32-9a90-e3c4be9af40f
21,2024-07-14 14:26:07.147,Grocery,Bills & Fees,Cash,90.00,INR,EXPENSE,accdbb7a-7664-4e1a-9f7b-e29f1a2f8da1
23,2024-07-12 15:50:33.462,Baba,Bills & Fees,Savings Bank,300.00,INR,EXPENSE,2375ce27-4d2b-4055-9322-1181bed3e6aa
26,2024-07-10 08:46:15.659,Maa,Bills & Fees,Cash,50.00,INR,EXPENSE,ef205271-e09d-4662-b6ff-8ddb0c467121
27,2024-07-10 08:45:59.387,Breakfast,Food & Drinks,Cash,30.00,INR,EXPENSE,3424ecfa-0a8b-4049-aa00-59777cd39690
28,2024-07-07 05:17:18.519,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,cac698e7-c811-427d-9ed5-b0673fffc6ae
29,2024-07-03 16:49:38.345,Netflix,Bills & Fees,Savings Bank,199.00,INR,EXPENSE,1e4d5f78-89f0-484f-bc8b-5633b654465b
30,2024-07-03 08:20:57.694,Baba,Bills & Fees,Savings Bank,200.00,INR,EXPENSE,585baf2d-4c48-4241-a771-04d6d34a127d
31,2024-07-02 09:04:42.442,Lunch,Food & Drinks,Cash,120.00,INR,EXPENSE,d948522f-8b58-4780-a36b-36212de2be24
32,2024-07-01 14:37:19.760,Baba,Bills & Fees,Savings Bank,500.00,INR,EXPENSE,4331ab35-e22f-4484-bfd9-78f03f31f54f
33,2024-07-01 14:37:10.673,Recharge,Bills & Fees,Savings Bank,259.00,INR,EXPENSE,3cad8c57-2bc9-43a2-8b41-2e7fef80c559
34,2024-07-01 12:52:37.467,Printouts,Bills & Fees,Salary Bank,13.00,INR,EXPENSE,a85b5ca6-e273-4889-912f-143d71087128
35,2024-07-01 12:27:47.375,Printouts,Bills & Fees,Cash,42.00,INR,EXPENSE,6202ac2c-5f86-4b8e-bec8-7570f00f7052
36,2024-06-30 15:25:49.013,Biryani 🍚,Food & Drinks,Savings Bank,520.00,INR,EXPENSE,778bf69f-8e6e-4f19-9eec-de8e87da0e86
37,2024-06-30 15:25:39.318,Breakfast,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,b53e80d8-7726-4cc2-98b4-c241e10df863
38,2024-06-30 03:06:51.000,Baba,Bills & Fees,Savings Bank,"2,000.00",INR,EXPENSE,6e502c80-ea65-4c14-ae52-229484f4785a
40,2024-06-29 17:30:41.555,Juice,Food & Drinks,Cash,20.00,INR,EXPENSE,49dcb2a0-d990-404e-bb8a-6b76eb8ac8fe
41,2024-06-29 17:30:35.612,Cab,Transport,Cash,180.00,INR,EXPENSE,c903cc52-742e-4e85-8aa4-daabb68ca918
42,2024-06-29 04:07:00.354,Snacks,Food & Drinks,Cash,30.00,INR,EXPENSE,efa32c0e-a89c-4051-a00a-f2ca192f7aa8
43,2024-06-29 04:06:02.094,Chai,Food & Drinks,Cash,20.00,INR,EXPENSE,2e898b7c-cf33-4eea-ab9c-241d4b79f5ab
44,2024-06-29 01:51:00.000,Recharge,Bills & Fees,Savings Bank,266.90,INR,EXPENSE,c20fffe7-e626-40b9-a328-abbfee07f117
45,2024-06-28 14:15:00.814,Curd,Food & Drinks,Cash,25.00,INR,EXPENSE,2d4a5c01-e44c-4757-833c-1d224ac4add8
47,2024-06-28 12:12:54.777,Tea,Food & Drinks,Cash,10.00,INR,EXPENSE,412e5881-81f4-4f1b-8f5b-44b37494efef
48,2024-06-28 08:03:54.409,Water,Food & Drinks,Cash,10.00,INR,EXPENSE,1a9e3a8c-317c-4201-9062-31dbcecb63d5
50,2024-06-27 14:46:47.643,Water,Food & Drinks,Cash,40.00,INR,EXPENSE,153de8c3-7909-498e-9d43-7c4ee326d083
51,2024-06-27 14:46:14.704,Bus,Transport,Cash,20.00,INR,EXPENSE,c0e4f5d9-5bd4-49e4-aefd-3ff48595f91b
52,2024-06-27 14:45:25.041,Metro,Transport,Cash,20.00,INR,EXPENSE,03783226-9430-4f1a-b8b8-57bd24885e9a
53,2024-06-27 14:44:58.599,Haldiram,Food & Drinks,Cash,207.00,INR,EXPENSE,c54801c1-0b35-4957-a3ce-909fb198186c
54,2024-06-27 14:43:37.895,Tickets victoria,Bills & Fees,Cash,100.00,INR,EXPENSE,5364aeef-79f3-4645-8f98-a058c5e7d215
55,2024-06-27 14:43:17.268,Lunch,Food & Drinks,Cash,95.00,INR,EXPENSE,c379664f-1940-49bb-820f-7366e229fb3f
56,2024-06-27 14:42:56.410,Ferry,Transport,Cash,50.00,INR,EXPENSE,942ad094-4a94-444c-8f43-54e8fe5a39f0
57,2024-06-27 14:42:45.061,Baba,Bills & Fees,Cash,500.00,INR,EXPENSE,c0684741-93d6-46b2-a47d-32f7e09d8ad7
58,2024-06-27 14:42:09.168,Museum,Bills & Fees,Savings Bank,150.00,INR,EXPENSE,819ae93c-51e7-4974-895f-7713a3bf6b89
59,2024-06-27 14:35:22.527,Bus,Transport,Cash,20.00,INR,EXPENSE,eb2c31b4-5ac3-4e97-b296-2fb47ee65648
60,2024-06-27 14:33:37.949,Metro,Transport,Salary Bank,10.00,INR,EXPENSE,13a48e11-8267-4ad0-832d-e6ad5804f0dd
61,2024-06-27 13:24:27.059,Grocery,Bills & Fees,Cash,200.00,INR,EXPENSE,c28c190a-92c5-4d05-9c89-310befca5467
63,2024-06-26 16:20:10.049,Cab,Transport,Salary Bank,200.00,INR,EXPENSE,00d8e305-4141-4188-81e9-32a191ccaf68
64,2024-06-26 14:34:00.000,Train,Transport,Salary Bank,20.00,INR,EXPENSE,b1438c76-e86d-49e6-b6c8-aa9a01b721f8
65,2024-06-24 01:42:02.212,Tickets,Bills & Fees,Salary Bank,20.00,INR,EXPENSE,4d633abc-5c86-4813-a93a-39cfd53b7dbe
66,2024-06-23 15:49:22.486,Maa stuff,Bills & Fees,Salary Bank,240.00,INR,EXPENSE,4a0333b6-e068-439e-a9b7-fb09b8571130
67,2024-06-23 15:26:55.087,Toto,Transport,Salary Bank,20.00,INR,EXPENSE,38d13eb9-67dc-4e76-b32e-63764016b470
68,2024-06-23 15:20:07.076,Snacks,Food & Drinks,Salary Bank,70.00,INR,EXPENSE,c39e0b28-2498-4d06-b509-cf07381a9010
70,2024-06-23 14:44:54.072,Snacks,Food & Drinks,Salary Bank,44.00,INR,EXPENSE,6cb158ba-8edf-448b-b72d-2d644b11b090
71,2024-06-23 08:19:55.534,Shaka pola,Bills & Fees,Salary Bank,600.00,INR,EXPENSE,c692fa2a-cc2e-452c-9017-ec8b1f5d99dd
72,2024-06-21 15:16:00.000,Tickets,Transport,Salary Bank,40.00,INR,EXPENSE,7731b44a-90a9-490f-b0dc-32b1607174f7
74,2024-06-20 12:30:33.462,Lunch,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,ba1ad731-ddb9-4b43-8dee-8c51f9eeca51
75,2024-06-20 12:30:04.622,Recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,02c4ef39-dc24-41c7-a661-9aabec8e2759
76,2024-06-19 12:34:00.000,Shave,Bills & Fees,Salary Bank,20.00,INR,EXPENSE,a615e949-d311-4d68-90e8-b7c3c185e3e2
77,2024-06-17 15:10:03.406,Water,Food & Drinks,Cash,20.00,INR,EXPENSE,a69d23ab-b64c-4433-bcd0-287150241428
78,2024-06-17 14:56:11.086,Tickets,Transport,Cash,260.00,INR,EXPENSE,a3648944-0536-4103-9b05-b1a2c10b97f0
79,2024-06-17 12:22:07.086,Water,Food & Drinks,Cash,20.00,INR,EXPENSE,ab6d1bd8-fca7-456f-891a-9c4d4b4cc200
81,2024-06-17 08:10:41.282,Lunch,Food & Drinks,Salary Bank,250.00,INR,EXPENSE,7acd4795-7a52-40c1-b8c9-516b42b0ed75
83,2024-06-16 23:32:32.665,Baba,Bills & Fees,Cash,500.00,INR,EXPENSE,0bc78b39-86a4-4563-aa48-601fb29d8c11
84,2024-06-16 08:17:00.000,Cab,Transport,Salary Bank,170.00,INR,EXPENSE,558a01e8-4b80-461e-ae4a-d8463cb918ac
85,2024-06-16 07:45:50.967,Snacks,Food & Drinks,Salary Bank,200.00,INR,EXPENSE,37d15a02-2d34-4653-9d59-b70a24fa53ed
86,2024-06-16 07:45:35.414,Chotu,Bills & Fees,Cash,500.00,INR,EXPENSE,b4c1f454-2b37-4ed5-8458-e86c0048b7ee
88,2024-06-16 07:45:01.144,Tickets,Bills & Fees,Salary Bank,"1,702.70",INR,EXPENSE,fb0cf317-8075-4f05-adb6-c924435db5a3
89,2024-06-15 18:30:01.003,Baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,2572b1a9-bcb3-48e1-985d-c9fd31e71f6d
90,2024-06-14 18:29:00.000,Petrol,Transport,Cash,100.00,INR,EXPENSE,a1fe4f07-b2f4-4179-9fa5-410bc804607d
92,2024-06-14 03:57:50.574,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,4228d945-c519-4c74-9c97-e9b1e1a1673c
93,2024-06-13 15:22:37.432,Snacks,Food & Drinks,Salary Bank,208.50,INR,EXPENSE,3bb28e6e-8680-4a2c-b19a-307f1d665e88
94,2024-06-13 15:22:05.293,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,7f2fbd7d-ebd8-40cc-b72e-ebf59781ac81
95,2024-06-11 08:25:03.581,Chips,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,ae884f4f-f532-4ba2-810e-7f40415b00c9
96,2024-06-10 05:26:27.942,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,b85cd16c-5ced-4393-9bb7-4b2a599d850e
97,2024-06-09 05:26:00.000,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,062e59cb-5373-4791-a0ee-e499208deb1d
98,2024-06-09 05:24:00.000,Clothes,Bills & Fees,Salary Bank,799.00,INR,EXPENSE,4c221e0f-4ea9-45f1-95ac-048906819f10
99,2024-06-09 05:21:00.000,Snacks,Food & Drinks,Salary Bank,198.88,INR,EXPENSE,16773874-1f14-4c60-950e-c039a3814588
100,2024-06-07 16:56:39.988,Baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,05e0f471-b671-48cb-9a83-e9c2dce2cc8e
101,2024-06-07 16:56:30.798,Snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,efe635ab-b644-4d51-99cd-d8ffa76fcab9
102,2024-06-07 16:56:18.253,Sriya,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,1ed370e7-b050-47c4-b24a-8dce1aea7e82
103,2024-06-07 16:56:10.389,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,3cbef138-72cc-4820-a76f-c87b9a8cf165
106,2024-06-05 14:47:55.268,Grocery,Bills & Fees,Salary Bank,175.00,INR,EXPENSE,e5e0b394-d70c-48bb-81da-363d85a81880
107,2024-06-05 13:59:13.995,Netflix,Bills & Fees,Savings Bank,200.00,INR,EXPENSE,bed7ee92-d044-4398-9b48-91b12308c2e8
110,2024-06-05 05:29:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,ecbb7610-76b5-4f3f-964f-abb01c486ec8
112,2024-06-05 04:33:40.272,Chotu,Bills & Fees,Savings Bank,155.00,INR,EXPENSE,e4213549-3613-4058-96cc-933df529f820
114,2024-06-05 04:31:24.237,Netflix,Bills & Fees,Salary Bank,199.00,INR,EXPENSE,f9f55fad-e59f-4f00-8b37-3a82954424b4
117,2024-06-04 03:35:41.791,Baba,Bills & Fees,Salary Bank,200.00,INR,EXPENSE,2bfe2d14-db8a-45c2-9fa3-b1b78cc9210e
118,2024-06-03 12:36:00.077,Snacks,Food & Drinks,Cash,90.00,INR,EXPENSE,b12e0db0-9da4-49cb-999b-98357aff6dfb
119,2024-06-03 05:07:41.196,Goje,Bills & Fees,Savings Bank,300.00,INR,EXPENSE,8f3ae772-1551-44bc-b056-7f800f30cc54
120,2024-06-03 05:04:36.556,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,02e1c2da-3f99-4fe3-96b3-68f968750013
121,2024-05-31 03:09:00.000,Biryani 🍚,Food & Drinks,Savings Bank,520.00,INR,EXPENSE,f0a1ca79-e8c3-4a46-bcdf-59c803eff53d
123,2024-05-31 03:03:00.000,Juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,d06b82a1-977b-4e07-a56b-1e846157e695
124,2024-05-31 03:03:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,6d43985c-2e33-4281-9bf8-0c8e6f9b260b
125,2024-05-31 03:01:00.000,Smthng,Bills & Fees,Cash,10.00,INR,EXPENSE,39f842d8-92d0-4108-bfae-5b3802a25523
126,2024-05-30 14:19:51.971,Pizza,Food & Drinks,Salary Bank,190.00,INR,EXPENSE,43ac317c-1fa9-4748-81c8-40cc674a196a
127,2024-05-30 08:34:31.739,Baba,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,2be3b36d-cbf8-423c-b51c-55e7e999595b
128,2024-05-29 11:05:25.670,Snacks,Food & Drinks,Salary Bank,35.00,INR,EXPENSE,bb50734a-f6b8-47c4-a707-92b2be34aa3b
130,2024-05-29 04:26:59.011,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,ec50fd6d-7b75-4dd7-87d9-b95506f15c56
131,2024-05-28 14:50:27.897,Shirt,Bills & Fees,Salary Bank,160.00,INR,EXPENSE,4976a205-5563-43b6-817d-8840969592a2
132,2024-05-28 14:49:47.594,Bus,Transport,Cash,30.00,INR,EXPENSE,fcf6c72c-9988-482a-ba5f-f58b5c2f2bea
133,2024-05-28 14:49:32.484,Juice,Food & Drinks,Salary Bank,35.00,INR,EXPENSE,90e3f00f-96c4-425d-b28b-4b10e0d2a648
135,2024-05-28 14:48:52.931,Auto,Transport,Cash,20.00,INR,EXPENSE,d293f0c2-bf08-4d17-9ea0-7bb17d4d9855
136,2024-05-27 15:14:02.274,Recharge,Bills & Fees,Salary Bank,155.00,INR,EXPENSE,d52842dc-5f52-4f8f-a61c-807d355df654
137,2024-05-27 15:13:47.982,Chotu,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,586a29c2-b32c-4943-b3b1-798f025add1c
139,2024-05-27 12:08:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,06c8760b-4e21-497b-a26f-9d24b0ba5e12
140,2024-05-26 12:49:22.743,Shampoo,Bills & Fees,Cash,4.00,INR,EXPENSE,4c6fb575-dfd3-4307-a9e7-f2bcefe4db4c
141,2024-05-26 12:08:00.000,Petrol,Bills & Fees,Salary Bank,250.00,INR,EXPENSE,1318d331-e052-4925-afca-32671034ad33
142,2024-05-26 12:08:00.000,Stationary,Bills & Fees,Salary Bank,20.00,INR,EXPENSE,1596fd8b-a723-446f-99da-8bc8f18cf435
143,2024-05-25 15:20:10.319,Ice cream,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,c7e0e490-9a26-4613-87e6-d01169bc50e0
144,2024-05-25 15:19:41.615,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,f7b20515-5b20-4530-b5fa-10e3e6d51f6d
145,2024-05-25 08:21:43.140,Lunch,Food & Drinks,Salary Bank,70.00,INR,EXPENSE,a52ca5ed-eb3e-46ad-ba4b-075bbe43a4ad
146,2024-05-25 08:21:34.647,Auto,Transport,Salary Bank,20.00,INR,EXPENSE,eac3929c-ce7c-4188-9853-b75fad0935b6
147,2024-05-24 08:43:00.000,Bus,Transport,Cash,40.00,INR,EXPENSE,70767dbf-6508-4b71-b541-b12f4ed5fa08
148,2024-05-24 08:20:00.000,Auto,Transport,Salary Bank,20.00,INR,EXPENSE,a1e0a217-2509-4704-a89b-9a378d369ac6
149,2024-05-24 08:20:00.000,Juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,3ac3d8dc-837d-4775-90a0-c60397b82a62
150,2024-05-24 06:37:00.000,Printing,Bills & Fees,Salary Bank,555.00,INR,EXPENSE,111d7810-1d9c-4440-ad9a-b0a38aaa862e
151,2024-05-23 04:48:28.675,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,11b63743-5dd4-4a12-af09-ed5adf96116f
152,2024-05-21 16:32:00.000,Recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,88f8fa2a-102f-400a-aab7-6f5a5cafdd04
153,2024-05-21 16:32:00.000,Internet,Bills & Fees,Salary Bank,470.82,INR,EXPENSE,f12182fe-8230-49b7-afc7-cf00fe33df1b
154,2024-05-21 16:09:59.066,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,83b46998-5170-4b50-a939-d364e991f5f3
155,2024-05-21 16:09:46.701,Brake,Bills & Fees,Salary Bank,50.00,INR,EXPENSE,f6d5fdfa-1155-425d-a5a8-358aa4fe8643
156,2024-05-21 16:09:35.189,Ice Cream,Food & Drinks,Salary Bank,35.00,INR,EXPENSE,cf6a35f0-18b0-40e1-b837-dd7022d96129
157,2024-05-21 16:09:22.620,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,04706684-ba57-446b-8c30-74bc8dfbeff5
159,2024-05-20 16:08:00.000,Juice,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,e688f069-4412-408c-a7ac-ff4c87ff875f
160,2024-05-20 16:08:00.000,Juice,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,be393797-8976-4b99-85a1-f9241f7e0e5a
161,2024-05-19 16:01:00.286,Tickets,Bills & Fees,Salary Bank,"1,341.80",INR,EXPENSE,89dc11da-bc16-4021-a23c-1d896ec460bd
162,2024-05-19 16:00:35.999,Tickets,Bills & Fees,Salary Bank,"1,341.80",INR,EXPENSE,20544f7f-8ec6-4895-8332-8be4ed11d66c
163,2024-05-19 15:41:26.721,Maggi,Food & Drinks,Salary Bank,14.00,INR,EXPENSE,a67511da-2ca2-4eff-a28b-a0bab482fe0f
164,2024-05-17 04:12:00.000,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,a790edcc-dddd-4324-8e65-14b2d36ccedb
165,2024-05-16 04:11:00.000,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,9ba7e97f-b449-4a7f-ba94-1cf126e962c1
166,2024-05-15 17:52:40.255,Juice,Food & Drinks,Salary Bank,130.00,INR,EXPENSE,6ee76b88-daa0-4ca0-872b-86910582ec99
167,2024-05-15 17:52:10.428,Shawarma 🌯,Food & Drinks,Salary Bank,220.00,INR,EXPENSE,7a04f85d-8ae6-48ea-872f-2e4e7d182d82
168,2024-05-15 17:51:58.694,RtA,Transport,Metro Card,35.00,INR,EXPENSE,e244b224-73ea-4f20-b051-c6833048b121
169,2024-05-15 08:17:35.531,Bus,Transport,Cash,10.00,INR,EXPENSE,a92ff9ec-45b8-401d-80da-77ff88d0412a
170,2024-05-15 08:17:02.946,AtR,Transport,Salary Bank,35.00,INR,EXPENSE,91e16f4f-635d-467b-8da1-ce284077e76f
172,2024-05-14 17:55:02.389,Juice,Food & Drinks,Cash,10.00,INR,EXPENSE,312ea3c7-fd8d-40ee-bcf9-9ee382fb9e71
173,2024-05-14 17:54:56.837,Bus,Transport,Cash,20.00,INR,EXPENSE,19226009-98a4-4867-8cc7-7c441b3190ef
174,2024-05-14 17:54:47.434,RtA,Transport,Metro Card,35.00,INR,EXPENSE,40420718-2e72-49f7-a0c1-eee663b5c35d
175,2024-05-14 17:54:46.663,AtR,Transport,Metro Card,35.00,INR,EXPENSE,f688a5f5-29fc-429b-b1f1-58ae749df8cc
176,2024-05-12 17:55:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,0ef25ffb-a3db-4ef1-8a8f-3446f87d961b
177,2024-05-10 13:40:00.000,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,508ff447-c1e6-442e-b521-11f1a6909a23
178,2024-05-10 12:20:52.330,RtA,Transport,Metro Card,35.00,INR,EXPENSE,4a4426b0-b4cf-4a10-b17a-af10098311c4
179,2024-05-10 12:20:51.356,AtR,Transport,Metro Card,35.00,INR,EXPENSE,fd83b29f-45ca-4d74-b5aa-aea3f4e30014
180,2024-05-09 14:04:51.085,Screen,Bills & Fees,Salary Bank,"1,400.00",INR,EXPENSE,fa7ed52f-db05-417b-bea8-d197bdfe73e9
181,2024-05-09 14:04:30.298,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,b4c52cef-c5ed-4413-a986-d631def38ae6
182,2024-05-09 14:04:20.041,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,a49ad761-2d0c-4360-b0d1-919767fc5226
183,2024-05-08 04:14:00.000,Juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,7a7da6a6-df34-4f87-8008-1f54b281da93
184,2024-05-08 04:14:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,3e3f3638-f323-4934-8c0e-cc6f885a1678
185,2024-05-08 04:13:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,3489e490-54a8-4aeb-9f0a-d312a10dd10a
186,2024-05-08 03:46:18.433,AtR,Transport,Metro Card,35.00,INR,EXPENSE,a1f86aa7-540c-48a1-b730-522179275527
187,2024-05-08 03:46:14.380,Bus,Transport,Cash,10.00,INR,EXPENSE,ec49d0e2-f60e-4572-bd2a-05c165a202dd
188,2024-05-07 13:46:21.123,RtA,Transport,Metro Card,35.00,INR,EXPENSE,6beab6b5-8ad2-4405-8209-35d351371db4
189,2024-05-07 13:46:19.740,AtR,Transport,Metro Card,35.00,INR,EXPENSE,82d6a6ae-0f2e-4741-89cc-d62ca760048a
190,2024-05-07 03:46:00.000,Shawarma 🌯,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,224c5bd7-7ae2-4c34-bb10-7fe899c4dbff
191,2024-05-07 03:45:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,32fb9d18-e584-45e4-9778-e884caf79cf9
192,2024-05-06 15:16:28.152,Bus,Transport,Cash,10.00,INR,EXPENSE,e3e59dbc-4585-4794-968a-a25b74635ab8
193,2024-05-06 15:15:51.819,Petrol,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,231b4928-e59b-4e37-8bc2-3cf110628c82
194,2024-05-06 15:15:41.755,RtA,Transport,Metro Card,35.00,INR,EXPENSE,e86cd4ca-f861-4b84-bd21-d3924ca9d854
195,2024-05-06 15:15:40.067,AtR,Transport,Metro Card,35.00,INR,EXPENSE,fbe815ee-f0f2-49b0-b6ad-f5bd54ffd06b
196,2024-05-06 08:43:44.835,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,12c2ad26-a465-43d3-8cb1-1a08d842937a
197,2024-05-06 08:43:34.035,Lunch,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,91969a70-3150-4b01-bc97-26e35c00f24b
200,2024-05-04 03:27:00.000,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,8856e7fe-ea51-49fd-8e08-732a1029f759
201,2024-05-04 03:27:00.000,Medic,Bills & Fees,Salary Bank,20.00,INR,EXPENSE,93bf965f-fd3f-45ce-be3e-7f8acad23500
202,2024-05-03 03:26:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,85c7287a-67c6-47a2-b09b-db10b1767c83
203,2024-05-03 03:26:00.000,Recharge,Bills & Fees,Salary Bank,266.90,INR,EXPENSE,c0350a6b-313c-40f9-96df-bc09d4ab1b21
204,2024-05-03 03:26:00.000,Petrol,Transport,Salary Bank,50.00,INR,EXPENSE,aefddc5a-45f9-428a-9562-660e5430e26c
205,2024-05-02 06:59:13.423,Exam Fees,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,c41d8549-50b7-4ed3-8c20-661c1aabe068
206,2024-05-02 06:59:01.605,Juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,3bb50eca-d2f2-488a-96a0-2228fae10012
207,2024-05-02 06:58:52.514,Bus,Transport,Cash,10.00,INR,EXPENSE,2bb8783b-91b4-41ed-9693-f602e0614575
208,2024-05-02 06:58:47.253,Auto,Transport,Cash,20.00,INR,EXPENSE,f3d8e0bf-93f8-4a14-8fc4-12a5cfb566ad
209,2024-05-02 03:25:00.000,Juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,02201ad3-181f-4829-aab5-82ff49adabc1
210,2024-05-02 03:25:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,89363752-fa3b-4bb3-b5bd-cf5f2fe78125
212,2024-05-02 01:49:07.739,Netflix,Bills & Fees,Salary Bank,199.00,INR,EXPENSE,cf4d2147-844b-4d8a-a53c-052fdc69cf08
213,2024-05-02 01:46:00.656,Baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,22f14513-6bf6-4c2a-8db2-e6bb0c2a44d2
215,2024-05-01 16:00:51.168,Recharge,Bills & Fees,Salary Bank,155.00,INR,EXPENSE,88d1725a-bb66-435c-bbe0-4de70e749fc7
216,2024-05-01 16:00:00.363,Juice,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,f4f13756-1197-4ffe-9ae1-4e357666b7c8
219,2024-05-01 15:57:45.381,RtA,Transport,Cash,35.00,INR,EXPENSE,93e4b05a-c62e-4415-a0a2-d44b497fb11d
220,2024-05-01 03:50:02.977,AtR,Transport,Metro Card,35.00,INR,EXPENSE,258ad797-30ea-4182-8954-5e2e62170dd8
221,2024-05-01 03:25:35.843,Water,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,39def290-90c7-4538-a84d-74736543a1f8
